sequence_id,account_id,split,seq_len,label,recon_error,anomaly_score
C1331186723,C1331186723,val,10,0.0,0.22004695,0.2512792
C421305206,C421305206,val,10,0.0,0.2526481,0.2922102
C876153644,C876153644,val,11,0.0,0.2411646,0.27779257
C281837046,C281837046,val,13,0.0,0.18368392,0.2056251
C589183447,C589183447,val,31,0.0,0.32685965,0.38538343
C1048959735,C1048959735,val,4,0.0,0.07077926,0.063872375
C2090123568,C2090123568,val,5,0.0,0.23866388,0.2746529
C332353629,C332353629,val,3,0.0,0.106666975,0.1089297
C517225246,C517225246,val,5,0.0,0.1314411,0.14003383
C447048096,C447048096,val,6,0.0,0.110111974,0.11325493
C1073450565,C1073450565,val,14,0.0,0.30744666,0.36101025
C608571935,C608571935,val,3,0.0,0.07852346,0.07359528
C354008294,C354008294,val,8,0.0,0.21582253,0.2459754
C796212963,C796212963,val,8,0.0,0.18608084,0.20863447
C1678205767,C1678205767,val,3,0.0,0.0746966,0.06879063
C1727461137,C1727461137,val,3,0.0,0.19904599,0.22491232
C740200104,C740200104,val,7,0.0,0.17878258,0.19947144
C658148223,C658148223,val,10,0.0,0.17798337,0.19846803
C629943773,C629943773,val,14,0.0,0.30100518,0.35292292
C2088291147,C2088291147,val,3,0.0,0.11937383,0.12488326
C112523813,C112523813,val,19,0.0,0.33777177,0.39908367
C812373390,C812373390,val,14,0.0,0.2921391,0.3417915
C1629687658,C1629687658,val,47,0.0,0.3090472,0.36301973
C808332690,C808332690,val,11,0.0,0.25585607,0.29623783
C1247564178,C1247564178,val,14,0.0,0.23731112,0.2729545
C407775804,C407775804,val,3,0.0,0.12949173,0.13758637
C1115614887,C1115614887,val,10,0.0,0.2112828,0.24027574
C663202788,C663202788,val,50,0.0,0.32433644,0.3822155
C1022841102,C1022841102,val,8,0.0,0.19869702,0.22447418
C660870413,C660870413,val,6,0.0,0.122714035,0.12907691
C768146979,C768146979,val,4,0.0,0.08615873,0.083181426
C1551674111,C1551674111,val,8,0.0,0.2091979,0.23765811
C388333193,C388333193,val,16,0.0,0.24102876,0.277622
C1345748901,C1345748901,val,6,0.0,0.083003215,0.079219654
C1590657776,C1590657776,val,13,0.0,0.424796,0.5083433
C1341556484,C1341556484,val,10,0.0,0.17541583,0.19524445
C2098115037,C2098115037,val,7,0.0,0.14825363,0.1611421
C89201535,C89201535,val,5,1.0,0.14395843,0.15574944
C752819341,C752819341,val,18,0.0,0.33094695,0.39051506
C22170584,C22170584,val,21,1.0,0.3413959,0.4036338
C1872798592,C1872798592,val,8,0.0,0.15954672,0.17532066
C983805004,C983805004,val,3,0.0,0.060726613,0.051251195
C1111795873,C1111795873,val,30,0.0,0.35973522,0.42665896
C406282499,C406282499,val,18,0.0,0.390633,0.46545136
C555469512,C555469512,val,6,0.0,0.11817029,0.123372205
C208934668,C208934668,val,6,0.0,0.14661758,0.15908802
C969070922,C969070922,val,3,0.0,0.10135724,0.10226328
C500604677,C500604677,val,30,0.0,0.25581312,0.2961839
C1811001372,C1811001372,val,3,0.0,0.062346566,0.053285062
C1317640736,C1317640736,val,9,0.0,0.17876264,0.19944641
C2018396059,C2018396059,val,13,0.0,0.19528612,0.22019178
C1677494346,C1677494346,val,17,0.0,0.35567236,0.42155802
C1267382500,C1267382500,val,5,0.0,0.09260566,0.0912756
C1094056052,C1094056052,val,10,0.0,0.24487233,0.28244767
C1262382256,C1262382256,val,3,0.0,0.07781406,0.07270462
C985702370,C985702370,val,36,0.0,0.31515586,0.3706892
C1452996170,C1452996170,val,3,0.0,0.11295021,0.11681836
C473714844,C473714844,val,5,0.0,0.14100288,0.15203871
C76380404,C76380404,val,3,0.0,0.06664671,0.058683928
C258380259,C258380259,val,5,0.0,0.139688,0.15038787
C1114335433,C1114335433,val,9,0.0,0.2382187,0.27409396
C1266637319,C1266637319,val,16,0.0,0.23388681,0.26865524
C642592261,C642592261,val,24,0.0,0.41293198,0.49344793
C54515159,C54515159,val,13,0.0,0.1867301,0.20944962
C2019056043,C2019056043,val,6,0.0,0.16078408,0.17687418
C1782261804,C1782261804,val,15,0.0,0.29024595,0.33941463
C844537108,C844537108,val,7,0.0,0.14662111,0.15909244
C1803554609,C1803554609,val,4,0.0,0.07328328,0.06701619
C1790638197,C1790638197,val,10,0.0,0.15878344,0.17436235
C2076377048,C2076377048,val,16,0.0,0.29456604,0.34483853
C206730495,C206730495,val,7,0.0,0.19433424,0.21899667
C718554874,C718554874,val,19,0.0,0.23750047,0.27319223
C319717804,C319717804,val,5,0.0,0.14095116,0.15197377
C389463910,C389463910,val,5,0.0,0.08233044,0.07837498
C1685277122,C1685277122,val,3,0.0,0.08313513,0.07938527
C775584466,C775584466,val,15,0.0,0.28751132,0.33598125
C239659480,C239659480,val,13,0.0,0.26755142,0.31092146
C1022237712,C1022237712,val,13,0.0,0.34088817,0.40299633
C532968715,C532968715,val,12,1.0,0.27628475,0.3218862
C1068862031,C1068862031,val,4,0.0,0.074565925,0.06862657
C1678892522,C1678892522,val,11,0.0,0.234566,0.26950797
C220382544,C220382544,val,4,0.0,0.103638485,0.10512741
C319885677,C319885677,val,6,0.0,0.11847999,0.123761036
C9701990,C9701990,val,24,0.0,0.31674728,0.37268725
C1084350738,C1084350738,val,25,0.0,0.2880973,0.33671695
C1124765742,C1124765742,val,5,0.0,0.15435843,0.16880672
C1160859543,C1160859543,val,17,0.0,0.25796974,0.29889157
C3855810,C3855810,val,5,0.0,0.09903895,0.09935265
C629623205,C629623205,val,8,0.0,0.20696099,0.23484966
C1416384260,C1416384260,val,3,0.0,0.09322649,0.09205506
C1819337770,C1819337770,val,21,0.0,0.40263024,0.48051402
C2054826539,C2054826539,val,7,0.0,0.13186598,0.14056726
C1463129401,C1463129401,val,17,0.0,0.2437596,0.28105062
C440775949,C440775949,val,4,0.0,0.08195906,0.07790871
C1791212748,C1791212748,val,7,0.0,0.2594441,0.30074263
C409731145,C409731145,val,17,0.0,0.27746725,0.32337084
C671966426,C671966426,val,8,0.0,0.20332485,0.23028447
C240057921,C240057921,val,37,0.0,0.29759604,0.3486427
C1824637866,C1824637866,val,3,0.0,0.04328329,0.029350962
C1457303625,C1457303625,val,11,0.0,0.2387593,0.2747727
C1311616330,C1311616330,val,5,0.0,0.077789046,0.072673224
C1667995059,C1667995059,val,4,0.0,0.10064091,0.10136392
C2007109337,C2007109337,val,13,0.0,0.22646496,0.25933707
C1613162373,C1613162373,val,3,0.0,0.2115725,0.24063945
C217557575,C217557575,val,25,0.0,0.26480544,0.30747384
C1911843756,C1911843756,val,11,0.0,0.29974458,0.3513402
C664307447,C664307447,val,10,0.0,0.31803104,0.37429902
C1669456497,C1669456497,val,6,0.0,0.07575622,0.070121
C1768403466,C1768403466,val,3,0.0,0.055086885,0.044170473
C1504499852,C1504499852,val,9,0.0,0.16052812,0.17655282
C1879922716,C1879922716,val,5,0.0,0.3214938,0.37864655
C2005060049,C2005060049,val,10,0.0,0.21180646,0.2409332
C1300633770,C1300633770,val,11,0.0,0.32202765,0.3793168
C610312481,C610312481,val,5,0.0,0.08055279,0.07614312
C1036235644,C1036235644,val,13,0.0,0.31515262,0.37068513
C1071780279,C1071780279,val,3,0.0,0.07460877,0.06868036
C923161892,C923161892,val,7,0.0,0.2650027,0.3077215
C941401097,C941401097,val,16,0.0,0.28275347,0.33000773
C1019274592,C1019274592,val,10,0.0,0.2531676,0.29286245
C199657562,C199657562,val,4,0.0,0.10789977,0.110477485
C1397600546,C1397600546,val,22,0.0,0.37490985,0.44571084
C1139984802,C1139984802,val,6,0.0,0.18108198,0.20235835
C976682805,C976682805,val,16,0.0,0.33101252,0.39059737
C1926001347,C1926001347,val,4,0.0,0.07636606,0.07088665
C932047677,C932047677,val,6,0.0,0.23692834,0.27247393
C1941741284,C1941741284,val,13,0.0,0.31675464,0.3726965
C1097351542,C1097351542,val,7,0.0,0.13333362,0.14240989
C233712426,C233712426,val,6,0.0,0.27985755,0.32637188
C1957997642,C1957997642,val,7,0.0,0.20039384,0.22660455
C2008765312,C2008765312,val,15,0.0,0.26798525,0.31146613
C1367255869,C1367255869,val,15,1.0,0.25206617,0.2914796
C1048295181,C1048295181,val,4,0.0,0.106680326,0.108946465
C704432916,C704432916,val,42,0.0,0.2760244,0.32155934
C345398910,C345398910,val,20,0.0,0.23074275,0.26470786
C1279615377,C1279615377,val,5,0.0,0.16415375,0.18110482
C1190983973,C1190983973,val,5,0.0,0.18193261,0.20342633
C724554288,C724554288,val,5,0.0,0.1861968,0.20878005
C1630056749,C1630056749,val,15,0.0,0.24564391,0.2834164
C631544174,C631544174,val,7,0.0,0.14026812,0.1511162
C705927266,C705927266,val,8,0.0,0.19319773,0.21756977
C609411355,C609411355,val,6,0.0,0.09953005,0.09996923
C273761368,C273761368,val,19,0.0,0.26837724,0.31195828
C1981697480,C1981697480,val,6,0.0,0.11390055,0.11801151
C1308617771,C1308617771,val,8,0.0,0.25201133,0.29141074
C63414638,C63414638,val,6,0.0,0.16561757,0.18294266
C1534664520,C1534664520,val,5,0.0,0.09125448,0.08957919
C1907288220,C1907288220,val,13,0.0,0.26732832,0.31064135
C806474037,C806474037,val,6,0.0,0.10898019,0.11183395
C800572196,C800572196,val,30,0.0,0.34265494,0.40521455
C570509692,C570509692,val,5,0.0,0.09668685,0.09639957
C1646249045,C1646249045,val,7,0.0,0.1482708,0.16116364
C1187007613,C1187007613,val,3,0.0,0.076506115,0.07106249
C561221654,C561221654,val,3,0.0,0.08502898,0.08176302
C1044547981,C1044547981,val,6,0.0,0.30807534,0.36179957
C341152961,C341152961,val,6,0.0,0.16704169,0.18473065
C207437388,C207437388,val,20,0.0,0.24898486,0.28761098
C844479249,C844479249,val,4,0.0,0.09299552,0.09176507
C317434609,C317434609,val,3,0.0,0.07477683,0.06889136
C1670029167,C1670029167,val,10,0.0,0.17361787,0.1929871
C866484278,C866484278,val,13,0.0,0.34017295,0.40209836
C523819718,C523819718,val,4,0.0,0.2011958,0.22761142
C1290958921,C1290958921,val,4,0.0,0.09167224,0.090103686
C1317808429,C1317808429,val,7,0.0,0.1822813,0.20386411
C1423847048,C1423847048,val,42,0.0,0.27597383,0.32149586
C1149978504,C1149978504,val,3,0.0,0.074572414,0.06863471
C530168453,C530168453,val,6,0.0,0.1670054,0.1846851
C647661485,C647661485,val,4,0.0,0.15122199,0.16486889
C134338556,C134338556,val,29,0.0,0.31388944,0.36909923
C1774067138,C1774067138,val,14,0.0,0.2909429,0.34028965
C173926395,C173926395,val,5,0.0,0.1484034,0.16133013
C1745753433,C1745753433,val,3,0.0,0.11369455,0.11775288
C1000862229,C1000862229,val,17,0.0,0.28517047,0.3330423
C1631682489,C1631682489,val,4,0.0,0.16661566,0.18419577
C652743487,C652743487,val,28,0.0,0.2841726,0.33178946
C1335602409,C1335602409,val,13,0.0,0.20644446,0.23420115
C379900172,C379900172,val,13,0.0,0.17223771,0.1912543
C1119571083,C1119571083,val,10,0.0,0.27331933,0.3181631
C1062759438,C1062759438,val,12,0.0,0.24246068,0.2794198
C137632709,C137632709,val,4,0.0,0.11142689,0.11490581
C325927361,C325927361,val,4,0.0,0.13632798,0.14616933
C894604121,C894604121,val,5,0.0,0.15318723,0.16733627
C847478332,C847478332,val,10,0.0,0.21150424,0.24055375
C1934659542,C1934659542,val,14,0.0,0.28940383,0.33835733
C1401932023,C1401932023,val,7,0.0,0.29278052,0.3425968
C166226427,C166226427,val,4,0.0,0.06513562,0.056786742
C2046328757,C2046328757,val,12,0.0,0.22799604,0.26125935
C1448787578,C1448787578,val,3,0.0,0.053814612,0.042573124
C1335832342,C1335832342,val,4,0.0,0.124880664,0.13179713
C185471099,C185471099,val,19,0.0,0.2922248,0.34189907
C1167688078,C1167688078,val,6,0.0,0.15613575,0.17103815
C345696587,C345696587,val,4,0.0,0.074030705,0.06795459
C871958545,C871958545,val,31,0.0,0.28963375,0.338646
C1590847636,C1590847636,val,7,0.0,0.16301663,0.17967716
C1918234480,C1918234480,val,41,0.0,0.3221554,0.37947717
C487252295,C487252295,val,6,0.0,0.16790058,0.18580899
C664247640,C664247640,val,8,0.0,0.14779834,0.16057047
C862756666,C862756666,val,6,0.0,0.25940588,0.30069464
C2068799763,C2068799763,val,6,0.0,0.12285764,0.12925722
C1265251207,C1265251207,val,13,0.0,0.23746009,0.27314153
C1028154075,C1028154075,val,5,0.0,0.094055444,0.09309582
C2105380159,C2105380159,val,4,0.0,0.08553073,0.08239297
C1631919635,C1631919635,val,16,0.0,0.3199298,0.37668294
C574796697,C574796697,val,20,0.0,0.31258652,0.36746338
C401675520,C401675520,val,4,0.0,0.10660437,0.1088511
C1539504175,C1539504175,val,11,0.0,0.20697592,0.2348684
C1221358799,C1221358799,val,4,0.0,0.07194573,0.06533688
C368897761,C368897761,val,3,0.0,0.099679925,0.1001574
C1555061577,C1555061577,val,6,0.0,0.13653181,0.14642525
C1354848569,C1354848569,val,3,0.0,0.081283726,0.07706082
C443726587,C443726587,val,9,0.0,0.18138897,0.20274378
C1564702319,C1564702319,val,5,0.0,0.13046929,0.1388137
C1248699083,C1248699083,val,20,0.0,0.26100698,0.30270484
C1043188024,C1043188024,val,3,0.0,0.10840371,0.11111019
C1507955018,C1507955018,val,6,0.0,0.1387264,0.14918058
C884916458,C884916458,val,9,0.0,0.3728222,0.44308978
C323669641,C323669641,val,31,0.0,0.2661215,0.30912617
C1118345555,C1118345555,val,18,0.0,0.22730519,0.26039198
C531191227,C531191227,val,4,0.0,0.12909764,0.13709159
C711660210,C711660210,val,37,0.0,0.2768431,0.32258722
C229154558,C229154558,val,3,0.0,0.091039024,0.08930868
C724729964,C724729964,val,9,0.0,0.20441484,0.23165296
C1398917188,C1398917188,val,24,0.0,0.29245162,0.34218386
C1494255170,C1494255170,val,13,0.0,0.3073835,0.36093095
C157706871,C157706871,val,4,0.0,0.06836765,0.060844585
C156789559,C156789559,val,24,0.0,0.27062503,0.31478038
C72805920,C72805920,val,11,0.0,0.35663706,0.4227692
C1314697651,C1314697651,val,3,0.0,0.04719705,0.03426472
C675168344,C675168344,val,5,0.0,0.11361481,0.11765277
C532692958,C532692958,val,9,0.0,0.15918776,0.17486998
C598828771,C598828771,val,32,0.0,0.28775367,0.33628553
C403583420,C403583420,val,6,0.0,0.2640337,0.30650494
C1359361359,C1359361359,val,39,0.0,0.25174913,0.29108155
C1296732400,C1296732400,val,22,0.0,0.35694036,0.42315
C1144964860,C1144964860,val,9,0.0,0.33896178,0.40057775
C1171292327,C1171292327,val,6,0.0,0.17548554,0.19533198
C956639225,C956639225,val,3,0.0,0.04900749,0.03653774
C2142375495,C2142375495,val,17,0.0,0.32381734,0.38156378
C2051971168,C2051971168,val,7,0.0,0.3059872,0.3591779
C1465794766,C1465794766,val,14,0.0,0.23783097,0.27360716
C1539852934,C1539852934,val,6,0.0,0.18219014,0.20374966
C1650032523,C1650032523,val,3,0.0,0.11717888,0.12212748
C1008448625,C1008448625,val,27,0.0,0.28521603,0.3330995
C992555522,C992555522,val,9,0.0,0.184332,0.20643878
C426339675,C426339675,val,14,0.0,0.24377042,0.2810642
C246903122,C246903122,val,7,0.0,0.14962935,0.16286932
C1127509498,C1127509498,val,8,0.0,0.18981338,0.21332069
C113539792,C113539792,val,3,0.0,0.077672675,0.07252712
C880758175,C880758175,val,21,0.0,0.29196492,0.3415728
C1778661409,C1778661409,val,23,0.0,0.2632249,0.30548945
C937677405,C937677405,val,3,0.0,0.13094911,0.13941611
C616721459,C616721459,val,24,1.0,0.2588625,0.30001244
C185212976,C185212976,val,10,0.0,0.21195008,0.2411135
C976249253,C976249253,val,12,0.0,0.3155166,0.37114212
C1708094907,C1708094907,val,5,0.0,0.12156713,0.12763697
C712166308,C712166308,val,29,0.0,0.2816583,0.32863274
C1190639234,C1190639234,val,4,0.0,0.08280381,0.0789693
C1617908116,C1617908116,val,3,0.0,0.045311436,0.031897314
C1278960960,C1278960960,val,5,0.0,0.10213561,0.103240535
C1692953154,C1692953154,val,14,0.0,0.28813624,0.33676586
C417105082,C417105082,val,5,0.0,0.12716472,0.13466479
C1043806662,C1043806662,val,7,0.0,0.16947232,0.18778233
C1987409739,C1987409739,val,4,0.0,0.097893305,0.097914286
C374898547,C374898547,val,18,0.0,0.38253316,0.45528197
C825957202,C825957202,val,13,0.0,0.22891107,0.26240817
C664338325,C664338325,val,17,0.0,0.27436745,0.31947902
C1579701377,C1579701377,val,23,0.0,0.27056256,0.31470194
C1132608861,C1132608861,val,4,0.0,0.0824828,0.07856627
C1606590909,C1606590909,val,4,0.0,0.11184293,0.11542816
C712303791,C712303791,val,4,0.0,0.11574941,0.12033277
C787507505,C787507505,val,6,0.0,0.24384211,0.28115422
C290856535,C290856535,val,18,0.0,0.3760916,0.44719455
C818720815,C818720815,val,10,0.0,0.24544442,0.28316593
C1341693110,C1341693110,val,15,0.0,0.2718241,0.31628582
C804776707,C804776707,val,3,0.0,0.0935964,0.092519484
C1197480723,C1197480723,val,5,0.0,0.12515357,0.13213977
C1370052453,C1370052453,val,27,0.0,0.29710612,0.34802762
C1405501392,C1405501392,val,8,0.0,0.24276364,0.27980018
C527782664,C527782664,val,12,0.0,0.2264518,0.25932053
C196730986,C196730986,val,6,0.0,0.13586049,0.1455824
C558304445,C558304445,val,9,0.0,0.25423867,0.2942072
C2067265848,C2067265848,val,10,0.0,0.2067015,0.23452388
C1630630454,C1630630454,val,6,0.0,0.17941615,0.20026688
C928749941,C928749941,val,15,0.0,0.22843763,0.26181376
C549986732,C549986732,val,4,0.0,0.20044625,0.22667035
C644691869,C644691869,val,3,0.0,0.04684809,0.033826593
C569140,C569140,val,4,0.0,0.0844087,0.08098425
C1589756152,C1589756152,val,6,0.0,0.097553864,0.09748811
C1518900791,C1518900791,val,38,0.0,0.29082382,0.34014013
C1121989629,C1121989629,val,13,0.0,0.21404557,0.2437444
C1739644633,C1739644633,val,4,0.0,0.09359277,0.092514925
C196786125,C196786125,val,18,0.0,0.2509226,0.2900438
C1818896501,C1818896501,val,11,0.0,0.15754406,0.17280631
C1331303389,C1331303389,val,3,0.0,0.15321128,0.16736646
C733858703,C733858703,val,44,0.0,0.3308014,0.3903323
C1606102556,C1606102556,val,36,0.0,0.3231267,0.38069668
C54315816,C54315816,val,19,0.0,0.33129796,0.39095575
C1634611036,C1634611036,val,21,0.0,0.37760523,0.44909492
C184885341,C184885341,val,8,0.0,0.17416838,0.19367827
C397204041,C397204041,val,8,0.0,0.23932421,0.27548194
C351667694,C351667694,val,7,0.0,0.11460271,0.11889308
C1065252378,C1065252378,val,27,0.0,0.28290766,0.33020133
C335497580,C335497580,val,15,0.0,0.34141743,0.40366083
C1218407772,C1218407772,val,9,0.0,0.12513062,0.13211097
C144743543,C144743543,val,3,0.0,0.040917583,0.026380796
C2032963256,C2032963256,val,3,0.0,0.05202543,0.04032679
C1936639597,C1936639597,val,20,0.0,0.28200525,0.32906836
C1520500017,C1520500017,val,10,0.0,0.53319144,0.64443463
C995169737,C995169737,val,34,0.0,0.3090662,0.3630436
C2062422205,C2062422205,val,16,0.0,0.2984212,0.34967873
C169974017,C169974017,val,6,0.0,0.21079853,0.23966773
C490329304,C490329304,val,5,0.0,0.1933513,0.21776259
C533758018,C533758018,val,7,0.0,0.13157174,0.14019784
C441227797,C441227797,val,7,0.0,0.16581601,0.1831918
C1843863030,C1843863030,val,3,0.0,0.21860798,0.24947254
C955286645,C955286645,val,23,0.0,0.2514958,0.2907635
C413265594,C413265594,val,7,0.0,0.16828543,0.18629217
C2088141671,C2088141671,val,3,0.0,0.099253625,0.099622175
C757972649,C757972649,val,3,0.0,0.09348873,0.09238431
C1627746214,C1627746214,val,7,0.0,0.24209785,0.27896428
C1174573378,C1174573378,val,8,0.0,0.25959566,0.3009329
C929443137,C929443137,val,6,0.0,0.14644901,0.15887637
C287799542,C287799542,val,3,0.0,0.08549075,0.08234277
C134180750,C134180750,val,4,0.0,0.19780195,0.2233504
C945763877,C945763877,val,19,0.0,0.326624,0.38508758
C1964844140,C1964844140,val,3,0.0,0.11363302,0.11767563
C1156148537,C1156148537,val,9,0.0,0.2433903,0.28058696
C1041789789,C1041789789,val,12,0.0,0.3566454,0.42277968
C257922638,C257922638,val,3,0.0,0.04673333,0.033682518
C1022721844,C1022721844,val,6,0.0,0.25870746,0.2998178
C58627877,C58627877,val,10,0.0,0.18064255,0.20180663
C1700878871,C1700878871,val,6,0.0,0.31723803,0.37330338
C406613212,C406613212,val,12,0.0,0.27442852,0.3195557
C1033309406,C1033309406,val,4,0.0,0.07755479,0.07237911
C1328029791,C1328029791,val,5,0.0,0.12120072,0.12717694
C1531487372,C1531487372,val,3,0.0,0.06959516,0.062385727
C2077071455,C2077071455,val,23,0.0,0.23360558,0.26830217
C715820158,C715820158,val,4,0.0,0.09866334,0.098881066
C1100489046,C1100489046,val,6,0.0,0.19619235,0.22132955
C566514504,C566514504,val,8,0.0,0.17007379,0.18853748
C188778569,C188778569,val,4,0.0,0.06757751,0.059852555
C585314383,C585314383,val,10,0.0,0.20445566,0.2317042
C1475762643,C1475762643,val,7,0.0,0.21645801,0.24677324
C836139012,C836139012,val,6,0.0,0.28422573,0.3318562
C312956164,C312956164,val,3,0.0,0.21282741,0.24221501
C307216425,C307216425,val,7,0.0,0.3206013,0.37752602
C1133902573,C1133902573,val,3,0.0,0.05462322,0.043588337
C1704910929,C1704910929,val,8,0.0,0.24548085,0.28321168
C1385362790,C1385362790,val,3,0.0,0.13162929,0.14027008
C7969777,C7969777,val,3,0.0,0.21293259,0.24234705
C1035385888,C1035385888,val,4,0.0,0.18989448,0.21342252
C839925868,C839925868,val,19,0.0,0.3195505,0.37620673
C1250567262,C1250567262,val,22,0.0,0.26207268,0.30404285
C2048568344,C2048568344,val,26,0.0,0.25575998,0.29611722
C1335219119,C1335219119,val,12,0.0,0.20115486,0.22756001
C2090702644,C2090702644,val,9,0.0,0.15835102,0.17381944
C491383885,C491383885,val,4,0.0,0.1040625,0.10565976
C1906242869,C1906242869,val,8,0.0,0.44629544,0.535336
C748171470,C748171470,val,15,0.0,0.28796867,0.33655548
C1118779758,C1118779758,val,3,0.0,0.05265629,0.041118838
C1018618662,C1018618662,val,7,0.0,0.14784129,0.16062438
C99853894,C99853894,val,4,0.0,0.059000872,0.049084514
C2081232272,C2081232272,val,12,0.0,0.1991973,0.22510229
C2045351484,C2045351484,val,4,0.0,0.102479555,0.10367236
C1191522552,C1191522552,val,8,0.0,0.36133882,0.4286723
C1416721448,C1416721448,val,23,0.0,0.30211243,0.35431308
C1532686541,C1532686541,val,6,0.0,0.22059992,0.25197345
C801757236,C801757236,val,4,0.0,0.14787531,0.1606671
C1266935255,C1266935255,val,6,0.0,0.1623219,0.1788049
C2048894245,C2048894245,val,33,0.0,0.3711613,0.4410045
C521914599,C521914599,val,21,0.0,0.29328555,0.34323084
C1264567870,C1264567870,val,7,0.0,0.1498853,0.16319066
C1264795156,C1264795156,val,5,0.0,0.08129055,0.07706939
C54319202,C54319202,val,4,0.0,0.07526243,0.069501035
C77658862,C77658862,val,15,0.0,0.33824304,0.39967537
C1886379386,C1886379386,val,8,0.0,0.18135029,0.20269522
C382609557,C382609557,val,28,0.0,0.2948732,0.34522417
C213070635,C213070635,val,4,0.0,0.19074756,0.21449357
C1656730292,C1656730292,val,4,0.0,0.117754996,0.1228508
C732266311,C732266311,val,11,0.0,0.39473605,0.4706028
C1445433543,C1445433543,val,4,0.0,0.11207784,0.11572309
C1190935139,C1190935139,val,11,0.0,0.20041807,0.22663498
C1209971737,C1209971737,val,4,0.0,0.113022,0.11690848
C1198885686,C1198885686,val,16,0.0,0.2751241,0.320429
C1512130887,C1512130887,val,5,0.0,0.12872884,0.13662855
C1191989073,C1191989073,val,10,0.0,0.29923025,0.35069448
C1974007184,C1974007184,val,5,0.0,0.08874672,0.08643067
C1302863939,C1302863939,val,29,0.0,0.3052357,0.35823438
C1581724930,C1581724930,val,16,0.0,0.24220072,0.27909344
C472270526,C472270526,val,5,0.0,0.1354761,0.14509979
C667540697,C667540697,val,15,0.0,0.32269466,0.38015425
C230417575,C230417575,val,4,0.0,0.098508164,0.09868625
C1250916579,C1250916579,val,6,0.0,0.14337213,0.15501332
C805185826,C805185826,val,21,0.0,0.30057624,0.3523844
C725471202,C725471202,val,19,0.0,0.24686888,0.28495434
C1238707698,C1238707698,val,46,0.0,0.34879062,0.4129179
C89854535,C89854535,val,7,0.0,0.18239945,0.20401245
C484917494,C484917494,val,7,0.0,0.124661036,0.13152139
C1957087051,C1957087051,val,7,0.0,0.12127726,0.12727302
C1207620773,C1207620773,val,5,0.0,0.095504984,0.094915725
C1099167172,C1099167172,val,3,0.0,0.14051202,0.15142243
C1474072373,C1474072373,val,15,0.0,0.22505172,0.25756273
C164352228,C164352228,val,22,0.0,0.30826214,0.36203408
C1675945335,C1675945335,val,8,0.0,0.1425318,0.15395828
C505423042,C505423042,val,25,0.0,0.37078133,0.44052744
C196126248,C196126248,val,14,0.0,0.22716317,0.26021367
C172717805,C172717805,val,3,0.0,0.07489895,0.06904469
C150699107,C150699107,val,28,0.0,0.31942886,0.376054
C1895399720,C1895399720,val,4,0.0,0.16172192,0.17805164
C1469969263,C1469969263,val,10,0.0,0.33220464,0.3920941
C1394440722,C1394440722,val,4,0.0,0.16010422,0.17602059
C308798269,C308798269,val,13,0.0,0.18697779,0.20976059
C1700248300,C1700248300,val,40,0.0,0.28658065,0.3348128
C1069648955,C1069648955,val,5,0.0,0.13222207,0.14101434
C403506443,C403506443,val,10,0.0,0.27469617,0.31989175
C1089067501,C1089067501,val,7,0.0,0.28117064,0.32802048
C718494458,C718494458,val,10,0.0,0.2978934,0.34901607
C546251406,C546251406,val,37,0.0,0.3214245,0.37855956
C1478929289,C1478929289,val,15,0.0,0.25873545,0.2998529
C1078635346,C1078635346,val,23,0.0,0.36476552,0.43297455
C2082818430,C2082818430,val,12,0.0,0.21436785,0.24414904
C275961409,C275961409,val,10,0.0,0.17386793,0.19330105
C1841190505,C1841190505,val,5,0.0,0.11916389,0.124619685
C2048686603,C2048686603,val,8,0.0,0.17250183,0.1915859
C14822546,C14822546,val,4,0.0,0.11697801,0.12187529
C1615073600,C1615073600,val,12,0.0,0.20913334,0.23757707
C1684497774,C1684497774,val,6,0.0,0.2830459,0.33037487
C1261590976,C1261590976,val,4,0.0,0.09750658,0.097428754
C139503585,C139503585,val,8,0.0,0.15791404,0.17327082
C275978133,C275978133,val,3,0.0,0.11988123,0.1255203
C710479310,C710479310,val,9,0.0,0.26861686,0.3122591
C26941361,C26941361,val,17,0.0,0.25989464,0.3013083
C1374367086,C1374367086,val,6,0.0,0.20944953,0.23797405
C1993937899,C1993937899,val,6,0.0,0.19195388,0.21600811
C491244893,C491244893,val,9,0.0,0.19089726,0.2146815
C357493353,C357493353,val,12,0.0,0.2268081,0.25976786
C248125806,C248125806,val,24,0.0,0.36251256,0.43014595
C845572980,C845572980,val,4,0.0,0.06747335,0.059721783
C171651161,C171651161,val,13,0.0,0.20539156,0.23287922
C1738586809,C1738586809,val,9,0.0,0.22611807,0.25890154
C1746155189,C1746155189,val,10,0.0,0.19810562,0.22373167
C743423870,C743423870,val,13,0.0,0.26947516,0.31333673
C393340365,C393340365,val,20,0.0,0.25082147,0.28991684
C1581067516,C1581067516,val,43,0.0,0.28139204,0.32829845
C553496511,C553496511,val,7,0.0,0.14514725,0.157242
C1860923185,C1860923185,val,9,0.0,0.2246744,0.257089
C1015132683,C1015132683,val,8,0.0,0.2600332,0.30148226
C1010296305,C1010296305,val,3,0.0,0.09332202,0.09217499
C1896746847,C1896746847,val,6,0.0,0.21539693,0.24544105
C277021413,C277021413,val,3,0.0,0.07337109,0.067126445
C1385373631,C1385373631,val,26,0.0,0.2734166,0.31828523
